show_id,country_1,country_2,country_3,country_4,country_5,country_6,country_7,country_8,country_9,country_10,country_11,country_12
s1580,United States,null,null,null,null,null,null,null,null,null,null,null
s1581,United States,null,null,null,null,null,null,null,null,null,null,null
s1582,null,null,null,null,null,null,null,null,null,null,null,null
s1583,United States,null,null,null,null,null,null,null,null,null,null,null
s1584,South Korea,null,null,null,null,null,null,null,null,null,null,null
s1585,United States,null,null,null,null,null,null,null,null,null,null,null
s1586,null,null,null,null,null,null,null,null,null,null,null,null
s1587,France,null,null,null,null,null,null,null,null,null,null,null
s1588,Taiwan,null,null,null,null,null,null,null,null,null,null,null
s1589,Canada,null,null,null,null,null,null,null,null,null,null,null
s1590,India,null,null,null,null,null,null,null,null,null,null,null
s1591,United States,null,null,null,null,null,null,null,null,null,null,null
s1592,United States,null,null,null,null,null,null,null,null,null,null,null
s1593,Germany,null,null,null,null,null,null,null,null,null,null,null
s1594,South Africa,null,null,null,null,null,null,null,null,null,null,null
s1595,Turkey,null,null,null,null,null,null,null,null,null,null,null
s1596,United States,null,null,null,null,null,null,null,null,null,null,null
s1597,null,null,null,null,null,null,null,null,null,null,null,null
s1598,United States,null,null,null,null,null,null,null,null,null,null,null
s1599,Philippines,null,null,null,null,null,null,null,null,null,null,null
s1600,France,Belgium,null,null,null,null,null,null,null,null,null,null
s1601,null,null,null,null,null,null,null,null,null,null,null,null
s1602,Brazil,null,null,null,null,null,null,null,null,null,null,null
s1603,Philippines,null,null,null,null,null,null,null,null,null,null,null
s1604,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s1605,Iceland,null,null,null,null,null,null,null,null,null,null,null
s1606,Indonesia,null,null,null,null,null,null,null,null,null,null,null
s1607,Poland,null,null,null,null,null,null,null,null,null,null,null
s1608,Germany,null,null,null,null,null,null,null,null,null,null,null
s1609,United States,France,Serbia,null,null,null,null,null,null,null,null,null
s1610,United States,null,null,null,null,null,null,null,null,null,null,null
s1611,United States,Italy,null,null,null,null,null,null,null,null,null,null
s1612,United States,null,null,null,null,null,null,null,null,null,null,null
s1613,United States,null,null,null,null,null,null,null,null,null,null,null
s1614,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s1615,Spain,Italy,null,null,null,null,null,null,null,null,null,null
s1616,United States,null,null,null,null,null,null,null,null,null,null,null
s1617,United States,null,null,null,null,null,null,null,null,null,null,null
s1618,United States,null,null,null,null,null,null,null,null,null,null,null
s1619,United States,Ireland,United Kingdom,India,null,null,null,null,null,null,null,null
s1620,United Kingdom,Singapore,null,null,null,null,null,null,null,null,null,null
s1621,Hong Kong,United States,null,null,null,null,null,null,null,null,null,null
s1622,Australia,United States,null,null,null,null,null,null,null,null,null,null
s1623,United States,Canada,null,null,null,null,null,null,null,null,null,null
s1624,United States,null,null,null,null,null,null,null,null,null,null,null
s1625,United States,Malta,France,United Kingdom,null,null,null,null,null,null,null,null
s1626,South Korea,null,null,null,null,null,null,null,null,null,null,null
s1627,United States,China,Canada,null,null,null,null,null,null,null,null,null
s1628,United States,null,null,null,null,null,null,null,null,null,null,null
s1629,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s1630,Philippines,null,null,null,null,null,null,null,null,null,null,null
s1631,Philippines,null,null,null,null,null,null,null,null,null,null,null
s1632,United States,null,null,null,null,null,null,null,null,null,null,null
s1633,United States,null,null,null,null,null,null,null,null,null,null,null
s1634,United States,null,null,null,null,null,null,null,null,null,null,null
s1635,South Korea,null,null,null,null,null,null,null,null,null,null,null
s1636,United States,null,null,null,null,null,null,null,null,null,null,null
s1637,United States,null,null,null,null,null,null,null,null,null,null,null
s1638,Spain,null,null,null,null,null,null,null,null,null,null,null
s1639,India,null,null,null,null,null,null,null,null,null,null,null
s1640,Australia,null,null,null,null,null,null,null,null,null,null,null
s1641,Germany,null,null,null,null,null,null,null,null,null,null,null
s1642,United States,null,null,null,null,null,null,null,null,null,null,null
s1643,Italy,null,null,null,null,null,null,null,null,null,null,null
s1644,South Korea,null,null,null,null,null,null,null,null,null,null,null
s1645,Philippines,null,null,null,null,null,null,null,null,null,null,null
s1646,United States,null,null,null,null,null,null,null,null,null,null,null
s1647,United States,null,null,null,null,null,null,null,null,null,null,null
s1648,Philippines,null,null,null,null,null,null,null,null,null,null,null
s1649,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s1650,Japan,null,null,null,null,null,null,null,null,null,null,null
s1651,United Kingdom,United States,null,null,null,null,null,null,null,null,null,null
s1652,Canada,null,null,null,null,null,null,null,null,null,null,null
s1653,null,null,null,null,null,null,null,null,null,null,null,null
s1654,India,null,null,null,null,null,null,null,null,null,null,null
s1655,Nigeria,null,null,null,null,null,null,null,null,null,null,null
s1656,United States,null,null,null,null,null,null,null,null,null,null,null
s1657,United States,null,null,null,null,null,null,null,null,null,null,null
s1658,Argentina,null,null,null,null,null,null,null,null,null,null,null
s1659,Egypt,null,null,null,null,null,null,null,null,null,null,null
s1660,United States,null,null,null,null,null,null,null,null,null,null,null
s1661,United States,null,null,null,null,null,null,null,null,null,null,null
s1662,South Korea,null,null,null,null,null,null,null,null,null,null,null
s1663,Egypt,null,null,null,null,null,null,null,null,null,null,null
s1664,United States,null,null,null,null,null,null,null,null,null,null,null
s1665,United States,Russia,null,null,null,null,null,null,null,null,null,null
s1666,Kenya,null,null,null,null,null,null,null,null,null,null,null
s1667,United States,null,null,null,null,null,null,null,null,null,null,null
s1668,China,null,null,null,null,null,null,null,null,null,null,null
s1669,null,null,null,null,null,null,null,null,null,null,null,null
s1670,United States,null,null,null,null,null,null,null,null,null,null,null
s1671,India,null,null,null,null,null,null,null,null,null,null,null
s1672,United States,null,null,null,null,null,null,null,null,null,null,null
s1673,United States,null,null,null,null,null,null,null,null,null,null,null
s1674,India,null,null,null,null,null,null,null,null,null,null,null
s1675,India,null,null,null,null,null,null,null,null,null,null,null
s1676,India,null,null,null,null,null,null,null,null,null,null,null
s1677,India,null,null,null,null,null,null,null,null,null,null,null
s1678,Philippines,null,null,null,null,null,null,null,null,null,null,null
s1679,India,null,null,null,null,null,null,null,null,null,null,null
s1680,India,null,null,null,null,null,null,null,null,null,null,null
s1681,India,null,null,null,null,null,null,null,null,null,null,null
s1682,United States,null,null,null,null,null,null,null,null,null,null,null
s1683,Philippines,null,null,null,null,null,null,null,null,null,null,null
s1684,India,null,null,null,null,null,null,null,null,null,null,null
s1685,United States,null,null,null,null,null,null,null,null,null,null,null
s1686,United States,Japan,null,null,null,null,null,null,null,null,null,null
s1687,United States,null,null,null,null,null,null,null,null,null,null,null
s1688,United States,null,null,null,null,null,null,null,null,null,null,null
s1689,United States,null,null,null,null,null,null,null,null,null,null,null
s1690,United Kingdom,United States,null,null,null,null,null,null,null,null,null,null
s1691,United States,null,null,null,null,null,null,null,null,null,null,null
s1692,United States,Canada,null,null,null,null,null,null,null,null,null,null
s1693,United States,null,null,null,null,null,null,null,null,null,null,null
s1694,Japan,null,null,null,null,null,null,null,null,null,null,null
s1695,United States,null,null,null,null,null,null,null,null,null,null,null
s1696,Canada,null,null,null,null,null,null,null,null,null,null,null
s1697,Canada,United States,Ireland,null,null,null,null,null,null,null,null,null
s1698,United States,null,null,null,null,null,null,null,null,null,null,null
s1699,United Kingdom,United States,null,null,null,null,null,null,null,null,null,null
s1700,United States,null,null,null,null,null,null,null,null,null,null,null
s1701,United States,null,null,null,null,null,null,null,null,null,null,null
s1702,United States,null,null,null,null,null,null,null,null,null,null,null
s1703,India,null,null,null,null,null,null,null,null,null,null,null
s1704,United States,null,null,null,null,null,null,null,null,null,null,null
s1705,Brazil,null,null,null,null,null,null,null,null,null,null,null
s1706,Italy,null,null,null,null,null,null,null,null,null,null,null
s1707,Spain,null,null,null,null,null,null,null,null,null,null,null
s1708,Philippines,null,null,null,null,null,null,null,null,null,null,null
s1709,Turkey,null,null,null,null,null,null,null,null,null,null,null
s1710,Philippines,null,null,null,null,null,null,null,null,null,null,null
s1711,United States,null,null,null,null,null,null,null,null,null,null,null
s1712,South Korea,null,null,null,null,null,null,null,null,null,null,null
s1713,India,null,null,null,null,null,null,null,null,null,null,null
s1714,Argentina,null,null,null,null,null,null,null,null,null,null,null
s1715,United States,Canada,null,null,null,null,null,null,null,null,null,null
s1716,Brazil,null,null,null,null,null,null,null,null,null,null,null
s1717,Australia,null,null,null,null,null,null,null,null,null,null,null
s1718,United States,null,null,null,null,null,null,null,null,null,null,null
s1719,United States,null,null,null,null,null,null,null,null,null,null,null
s1720,Lebanon,Canada,France,null,null,null,null,null,null,null,null,null
s1721,Austria,null,null,null,null,null,null,null,null,null,null,null
s1722,United States,null,null,null,null,null,null,null,null,null,null,null
s1723,United States,null,null,null,null,null,null,null,null,null,null,null
s1724,null,null,null,null,null,null,null,null,null,null,null,null
s1725,Japan,Canada,United States,null,null,null,null,null,null,null,null,null
s1726,Nigeria,null,null,null,null,null,null,null,null,null,null,null
s1727,United States,null,null,null,null,null,null,null,null,null,null,null
s1728,Taiwan,null,null,null,null,null,null,null,null,null,null,null
s1729,Spain,France,Canada,null,null,null,null,null,null,null,null,null
s1730,United States,null,null,null,null,null,null,null,null,null,null,null
s1731,Australia,null,null,null,null,null,null,null,null,null,null,null
s1732,United States,null,null,null,null,null,null,null,null,null,null,null
s1733,Philippines,null,null,null,null,null,null,null,null,null,null,null
s1734,Argentina,null,null,null,null,null,null,null,null,null,null,null
s1735,Canada,null,null,null,null,null,null,null,null,null,null,null
s1736,Philippines,null,null,null,null,null,null,null,null,null,null,null
s1737,United States,null,null,null,null,null,null,null,null,null,null,null
s1738,Egypt,null,null,null,null,null,null,null,null,null,null,null
s1739,Canada,null,null,null,null,null,null,null,null,null,null,null
s1740,Canada,null,null,null,null,null,null,null,null,null,null,null
s1741,Sweden,null,null,null,null,null,null,null,null,null,null,null
s1742,India,null,null,null,null,null,null,null,null,null,null,null
s1743,Germany,null,null,null,null,null,null,null,null,null,null,null
s1744,Japan,null,null,null,null,null,null,null,null,null,null,null
s1745,null,null,null,null,null,null,null,null,null,null,null,null
s1746,null,null,null,null,null,null,null,null,null,null,null,null
s1747,Canada,null,null,null,null,null,null,null,null,null,null,null
s1748,Canada,United States,null,null,null,null,null,null,null,null,null,null
s1749,United States,null,null,null,null,null,null,null,null,null,null,null
s1750,United States,null,null,null,null,null,null,null,null,null,null,null
s1751,United States,null,null,null,null,null,null,null,null,null,null,null
s1752,United States,null,null,null,null,null,null,null,null,null,null,null
s1753,United States,null,null,null,null,null,null,null,null,null,null,null
s1754,Canada,null,null,null,null,null,null,null,null,null,null,null
s1755,United States,null,null,null,null,null,null,null,null,null,null,null
s1756,United States,null,null,null,null,null,null,null,null,null,null,null
s1757,United States,null,null,null,null,null,null,null,null,null,null,null
s1758,United States,null,null,null,null,null,null,null,null,null,null,null
s1759,Canada,null,null,null,null,null,null,null,null,null,null,null
s1760,Denmark,Singapore,Canada,United States,null,null,null,null,null,null,null,null
s1761,United States,France,Denmark,null,null,null,null,null,null,null,null,null
s1762,United States,null,null,null,null,null,null,null,null,null,null,null
s1763,United States,China,Colombia,null,null,null,null,null,null,null,null,null
s1764,United States,null,null,null,null,null,null,null,null,null,null,null
s1765,United Kingdom,France,Germany,United States,null,null,null,null,null,null,null,null
s1766,France,United States,null,null,null,null,null,null,null,null,null,null
s1767,South Korea,null,null,null,null,null,null,null,null,null,null,null
s1768,Spain,Thailand,United States,null,null,null,null,null,null,null,null,null
s1769,United States,null,null,null,null,null,null,null,null,null,null,null
s1770,South Korea,null,null,null,null,null,null,null,null,null,null,null
s1771,United States,null,null,null,null,null,null,null,null,null,null,null
s1772,Brazil,null,null,null,null,null,null,null,null,null,null,null
s1773,Norway,null,null,null,null,null,null,null,null,null,null,null
s1774,Australia,null,null,null,null,null,null,null,null,null,null,null
s1775,United States,null,null,null,null,null,null,null,null,null,null,null
s1776,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s1777,Nigeria,null,null,null,null,null,null,null,null,null,null,null
s1778,India,null,null,null,null,null,null,null,null,null,null,null
s1779,null,null,null,null,null,null,null,null,null,null,null,null
s1780,United States,null,null,null,null,null,null,null,null,null,null,null
s1781,France,null,null,null,null,null,null,null,null,null,null,null
s1782,United States,null,null,null,null,null,null,null,null,null,null,null
s1783,Italy,null,null,null,null,null,null,null,null,null,null,null
s1784,Mexico,Spain,null,null,null,null,null,null,null,null,null,null
s1785,Philippines,null,null,null,null,null,null,null,null,null,null,null
s1786,United States,null,null,null,null,null,null,null,null,null,null,null
s1787,null,null,null,null,null,null,null,null,null,null,null,null
s1788,United States,null,null,null,null,null,null,null,null,null,null,null
s1789,Poland,null,null,null,null,null,null,null,null,null,null,null
s1790,United States,null,null,null,null,null,null,null,null,null,null,null
s1791,United States,null,null,null,null,null,null,null,null,null,null,null
s1792,United States,null,null,null,null,null,null,null,null,null,null,null
s1793,Argentina,null,null,null,null,null,null,null,null,null,null,null
s1794,United States,null,null,null,null,null,null,null,null,null,null,null
s1795,Taiwan,null,null,null,null,null,null,null,null,null,null,null
s1796,India,null,null,null,null,null,null,null,null,null,null,null
s1797,Ireland,Luxembourg,Belgium,null,null,null,null,null,null,null,null,null
s1798,Australia,null,null,null,null,null,null,null,null,null,null,null
s1799,Brazil,null,null,null,null,null,null,null,null,null,null,null
s1800,Germany,null,null,null,null,null,null,null,null,null,null,null
s1801,United States,null,null,null,null,null,null,null,null,null,null,null
s1802,China,United States,null,null,null,null,null,null,null,null,null,null
s1803,United States,null,null,null,null,null,null,null,null,null,null,null
s1804,Spain,null,null,null,null,null,null,null,null,null,null,null
s1805,United States,null,null,null,null,null,null,null,null,null,null,null
s1806,United States,null,null,null,null,null,null,null,null,null,null,null
s1807,Norway,null,null,null,null,null,null,null,null,null,null,null
s1808,Philippines,null,null,null,null,null,null,null,null,null,null,null
s1809,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s1810,Philippines,null,null,null,null,null,null,null,null,null,null,null
s1811,Canada,Belgium,null,null,null,null,null,null,null,null,null,null
s1812,United States,null,null,null,null,null,null,null,null,null,null,null
s1813,Canada,United Kingdom,null,null,null,null,null,null,null,null,null,null
s1814,United States,null,null,null,null,null,null,null,null,null,null,null
s1815,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s1816,Canada,null,null,null,null,null,null,null,null,null,null,null
s1817,United States,null,null,null,null,null,null,null,null,null,null,null
s1818,Lebanon,null,null,null,null,null,null,null,null,null,null,null
s1819,Lebanon,null,null,null,null,null,null,null,null,null,null,null
s1820,Lebanon,null,null,null,null,null,null,null,null,null,null,null
s1821,Lebanon,United Arab Emirates,France,Switzerland,Germany,null,null,null,null,null,null,null
s1822,Lebanon,null,null,null,null,null,null,null,null,null,null,null
s1823,France,Belgium,Italy,null,null,null,null,null,null,null,null,null
s1824,Lebanon,null,null,null,null,null,null,null,null,null,null,null
s1825,Lebanon,United States,United Arab Emirates,null,null,null,null,null,null,null,null,null
s1826,Lebanon,France,null,null,null,null,null,null,null,null,null,null
s1827,France,Lebanon,null,null,null,null,null,null,null,null,null,null
s1828,France,Lebanon,United Kingdom,null,null,null,null,null,null,null,null,null
s1829,null,null,null,null,null,null,null,null,null,null,null,null
s1830,France,Norway,Lebanon,Belgium,null,null,null,null,null,null,null,null
s1831,Lebanon,null,null,null,null,null,null,null,null,null,null,null
s1832,Lebanon,Canada,France,null,null,null,null,null,null,null,null,null
s1833,Sweden,Czech Republic,United Kingdom,Denmark,Netherlands,null,null,null,null,null,null,null
s1834,United States,null,null,null,null,null,null,null,null,null,null,null
s1835,South Korea,null,null,null,null,null,null,null,null,null,null,null
s1836,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s1837,Kenya,null,null,null,null,null,null,null,null,null,null,null
s1838,United States,null,null,null,null,null,null,null,null,null,null,null
s1839,United States,null,null,null,null,null,null,null,null,null,null,null
s1840,France,null,null,null,null,null,null,null,null,null,null,null
s1841,Mexico,Spain,null,null,null,null,null,null,null,null,null,null
s1842,United States,null,null,null,null,null,null,null,null,null,null,null
s1843,United States,United Kingdom,India,null,null,null,null,null,null,null,null,null
s1844,United States,Russia,null,null,null,null,null,null,null,null,null,null
s1845,United States,null,null,null,null,null,null,null,null,null,null,null
s1846,United States,null,null,null,null,null,null,null,null,null,null,null
s1847,Egypt,null,null,null,null,null,null,null,null,null,null,null
s1848,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s1849,United States,null,null,null,null,null,null,null,null,null,null,null
s1850,Indonesia,Netherlands,null,null,null,null,null,null,null,null,null,null
s1851,Indonesia,null,null,null,null,null,null,null,null,null,null,null
s1852,United States,null,null,null,null,null,null,null,null,null,null,null
s1853,United States,null,null,null,null,null,null,null,null,null,null,null
s1854,India,null,null,null,null,null,null,null,null,null,null,null
s1855,United States,null,null,null,null,null,null,null,null,null,null,null
s1856,Taiwan,null,null,null,null,null,null,null,null,null,null,null
s1857,United States,null,null,null,null,null,null,null,null,null,null,null
s1858,Mexico,null,null,null,null,null,null,null,null,null,null,null
s1859,India,null,null,null,null,null,null,null,null,null,null,null
s1860,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s1861,United States,null,null,null,null,null,null,null,null,null,null,null
s1862,India,null,null,null,null,null,null,null,null,null,null,null
s1863,India,null,null,null,null,null,null,null,null,null,null,null
s1864,India,null,null,null,null,null,null,null,null,null,null,null
s1865,United States,null,null,null,null,null,null,null,null,null,null,null
s1866,India,null,null,null,null,null,null,null,null,null,null,null
s1867,India,null,null,null,null,null,null,null,null,null,null,null
s1868,United States,null,null,null,null,null,null,null,null,null,null,null
s1869,United States,null,null,null,null,null,null,null,null,null,null,null
s1870,India,null,null,null,null,null,null,null,null,null,null,null
s1871,Turkey,South Korea,null,null,null,null,null,null,null,null,null,null
s1872,Canada,null,null,null,null,null,null,null,null,null,null,null
s1873,United States,null,null,null,null,null,null,null,null,null,null,null
s1874,United States,null,null,null,null,null,null,null,null,null,null,null
s1875,France,null,null,null,null,null,null,null,null,null,null,null
s1876,South Korea,null,null,null,null,null,null,null,null,null,null,null
s1877,Argentina,null,null,null,null,null,null,null,null,null,null,null
s1878,South Korea,null,null,null,null,null,null,null,null,null,null,null
s1879,United States,Canada,null,null,null,null,null,null,null,null,null,null
s1880,United States,null,null,null,null,null,null,null,null,null,null,null
s1881,Russia,null,null,null,null,null,null,null,null,null,null,null
s1882,United States,null,null,null,null,null,null,null,null,null,null,null
s1883,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s1884,Canada,null,null,null,null,null,null,null,null,null,null,null
s1885,United States,null,null,null,null,null,null,null,null,null,null,null
s1886,India,null,null,null,null,null,null,null,null,null,null,null
s1887,United States,United Kingdom,null,null,null,null,null,null,null,null,null,null
s1888,Canada,null,null,null,null,null,null,null,null,null,null,null
s1889,Turkey,null,null,null,null,null,null,null,null,null,null,null
s1890,null,null,null,null,null,null,null,null,null,null,null,null
s1891,null,null,null,null,null,null,null,null,null,null,null,null
s1892,Turkey,null,null,null,null,null,null,null,null,null,null,null
s1893,null,null,null,null,null,null,null,null,null,null,null,null
s1894,United States,null,null,null,null,null,null,null,null,null,null,null
s1895,United States,null,null,null,null,null,null,null,null,null,null,null
s1896,Australia,null,null,null,null,null,null,null,null,null,null,null
s1897,Nigeria,null,null,null,null,null,null,null,null,null,null,null
s1898,India,null,null,null,null,null,null,null,null,null,null,null
s1899,Italy,null,null,null,null,null,null,null,null,null,null,null
s1900,Turkey,null,null,null,null,null,null,null,null,null,null,null
s1901,United States,null,null,null,null,null,null,null,null,null,null,null
s1902,Mexico,null,null,null,null,null,null,null,null,null,null,null
s1903,Malaysia,null,null,null,null,null,null,null,null,null,null,null
s1904,Serbia,United States,null,null,null,null,null,null,null,null,null,null
s1905,United States,null,null,null,null,null,null,null,null,null,null,null
s1906,South Africa,null,null,null,null,null,null,null,null,null,null,null
s1907,United States,null,null,null,null,null,null,null,null,null,null,null
s1908,South Korea,null,null,null,null,null,null,null,null,null,null,null
s1909,Japan,null,null,null,null,null,null,null,null,null,null,null
s1910,United States,null,null,null,null,null,null,null,null,null,null,null
s1911,Brazil,null,null,null,null,null,null,null,null,null,null,null
s1912,United States,null,null,null,null,null,null,null,null,null,null,null
s1913,New Zealand,null,null,null,null,null,null,null,null,null,null,null
s1914,United States,Mexico,null,null,null,null,null,null,null,null,null,null
s1915,null,null,null,null,null,null,null,null,null,null,null,null
s1916,Germany,Czech Republic,null,null,null,null,null,null,null,null,null,null
s1917,United States,United Kingdom,null,null,null,null,null,null,null,null,null,null
s1918,Argentina,null,null,null,null,null,null,null,null,null,null,null
s1919,Japan,null,null,null,null,null,null,null,null,null,null,null
s1920,null,null,null,null,null,null,null,null,null,null,null,null
s1921,Saudi Arabia,null,null,null,null,null,null,null,null,null,null,null
s1922,United States,Bulgaria,null,null,null,null,null,null,null,null,null,null
s1923,United States,null,null,null,null,null,null,null,null,null,null,null
s1924,United States,null,null,null,null,null,null,null,null,null,null,null
s1925,United States,null,null,null,null,null,null,null,null,null,null,null
s1926,Mexico,null,null,null,null,null,null,null,null,null,null,null
s1927,United States,null,null,null,null,null,null,null,null,null,null,null
s1928,Namibia,null,null,null,null,null,null,null,null,null,null,null
s1929,Japan,null,null,null,null,null,null,null,null,null,null,null
s1930,United States,null,null,null,null,null,null,null,null,null,null,null
s1931,United Kingdom,Kenya,null,null,null,null,null,null,null,null,null,null
s1932,United States,null,null,null,null,null,null,null,null,null,null,null
s1933,United States,null,null,null,null,null,null,null,null,null,null,null
s1934,Australia,null,null,null,null,null,null,null,null,null,null,null
s1935,United States,null,null,null,null,null,null,null,null,null,null,null
s1936,United States,null,null,null,null,null,null,null,null,null,null,null
s1937,United States,null,null,null,null,null,null,null,null,null,null,null
s1938,South Africa,United States,null,null,null,null,null,null,null,null,null,null
s1939,India,null,null,null,null,null,null,null,null,null,null,null
s1940,India,null,null,null,null,null,null,null,null,null,null,null
s1941,India,null,null,null,null,null,null,null,null,null,null,null
s1942,India,null,null,null,null,null,null,null,null,null,null,null
s1943,India,null,null,null,null,null,null,null,null,null,null,null
s1944,India,null,null,null,null,null,null,null,null,null,null,null
s1945,India,null,null,null,null,null,null,null,null,null,null,null
s1946,India,null,null,null,null,null,null,null,null,null,null,null
s1947,India,null,null,null,null,null,null,null,null,null,null,null
s1948,United States,null,null,null,null,null,null,null,null,null,null,null
s1949,United States,null,null,null,null,null,null,null,null,null,null,null
s1950,United States,null,null,null,null,null,null,null,null,null,null,null
s1951,India,null,null,null,null,null,null,null,null,null,null,null
s1952,Germany,null,null,null,null,null,null,null,null,null,null,null
s1953,null,null,null,null,null,null,null,null,null,null,null,null
s1954,null,null,null,null,null,null,null,null,null,null,null,null
s1955,United States,null,null,null,null,null,null,null,null,null,null,null
s1956,South Korea,null,null,null,null,null,null,null,null,null,null,null
s1957,null,null,null,null,null,null,null,null,null,null,null,null
s1958,United States,India,null,null,null,null,null,null,null,null,null,null
s1959,United States,null,null,null,null,null,null,null,null,null,null,null
s1960,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s1961,United States,null,null,null,null,null,null,null,null,null,null,null
s1962,United States,null,null,null,null,null,null,null,null,null,null,null
s1963,United States,null,null,null,null,null,null,null,null,null,null,null
s1964,Japan,null,null,null,null,null,null,null,null,null,null,null
s1965,Japan,null,null,null,null,null,null,null,null,null,null,null
s1966,Japan,null,null,null,null,null,null,null,null,null,null,null
s1967,Japan,null,null,null,null,null,null,null,null,null,null,null
s1968,Japan,null,null,null,null,null,null,null,null,null,null,null
s1969,null,null,null,null,null,null,null,null,null,null,null,null
s1970,Japan,null,null,null,null,null,null,null,null,null,null,null
s1971,Egypt,null,null,null,null,null,null,null,null,null,null,null
s1972,India,null,null,null,null,null,null,null,null,null,null,null
s1973,India,null,null,null,null,null,null,null,null,null,null,null
s1974,null,null,null,null,null,null,null,null,null,null,null,null
s1975,India,null,null,null,null,null,null,null,null,null,null,null
s1976,India,null,null,null,null,null,null,null,null,null,null,null
s1977,India,null,null,null,null,null,null,null,null,null,null,null
s1978,India,null,null,null,null,null,null,null,null,null,null,null
s1979,United States,null,null,null,null,null,null,null,null,null,null,null
s1980,United States,null,null,null,null,null,null,null,null,null,null,null
s1981,United States,null,null,null,null,null,null,null,null,null,null,null
s1982,Indonesia,null,null,null,null,null,null,null,null,null,null,null
s1983,India,null,null,null,null,null,null,null,null,null,null,null
s1984,null,null,null,null,null,null,null,null,null,null,null,null
s1985,France,null,null,null,null,null,null,null,null,null,null,null
s1986,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s1987,null,null,null,null,null,null,null,null,null,null,null,null
s1988,United States,null,null,null,null,null,null,null,null,null,null,null
s1989,Germany,null,null,null,null,null,null,null,null,null,null,null
s1990,Italy,null,null,null,null,null,null,null,null,null,null,null
s1991,United States,null,null,null,null,null,null,null,null,null,null,null
s1992,United Kingdom,France,Germany,Spain,null,null,null,null,null,null,null,null
s1993,null,null,null,null,null,null,null,null,null,null,null,null
s1994,Poland,null,null,null,null,null,null,null,null,null,null,null
s1995,United States,null,null,null,null,null,null,null,null,null,null,null
s1996,United States,null,null,null,null,null,null,null,null,null,null,null
s1997,Spain,null,null,null,null,null,null,null,null,null,null,null
s1998,United Kingdom,France,United States,Belgium,Luxembourg,China,Germany,null,null,null,null,null
s1999,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s2000,Thailand,United States,null,null,null,null,null,null,null,null,null,null
s2001,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s2002,France,United States,null,null,null,null,null,null,null,null,null,null
s2003,United States,null,null,null,null,null,null,null,null,null,null,null
s2004,United States,France,Canada,Belgium,null,null,null,null,null,null,null,null
s2005,null,null,null,null,null,null,null,null,null,null,null,null
s2006,Nigeria,null,null,null,null,null,null,null,null,null,null,null
s2007,United Kingdom,China,null,null,null,null,null,null,null,null,null,null
s2008,Mexico,null,null,null,null,null,null,null,null,null,null,null
s2009,France,null,null,null,null,null,null,null,null,null,null,null
s2010,United States,null,null,null,null,null,null,null,null,null,null,null
s2011,United States,null,null,null,null,null,null,null,null,null,null,null
s2012,Germany,China,United Kingdom,null,null,null,null,null,null,null,null,null
s2013,Spain,null,null,null,null,null,null,null,null,null,null,null
s2014,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s2015,null,null,null,null,null,null,null,null,null,null,null,null
s2016,India,null,null,null,null,null,null,null,null,null,null,null
s2017,India,null,null,null,null,null,null,null,null,null,null,null
s2018,India,null,null,null,null,null,null,null,null,null,null,null
s2019,India,null,null,null,null,null,null,null,null,null,null,null
s2020,India,null,null,null,null,null,null,null,null,null,null,null
s2021,India,null,null,null,null,null,null,null,null,null,null,null
s2022,United States,null,null,null,null,null,null,null,null,null,null,null
s2023,United States,null,null,null,null,null,null,null,null,null,null,null
s2024,India,null,null,null,null,null,null,null,null,null,null,null
s2025,Turkey,null,null,null,null,null,null,null,null,null,null,null
s2026,India,null,null,null,null,null,null,null,null,null,null,null
s2027,India,null,null,null,null,null,null,null,null,null,null,null
s2028,Indonesia,null,null,null,null,null,null,null,null,null,null,null
s2029,Egypt,null,null,null,null,null,null,null,null,null,null,null
s2030,United States,null,null,null,null,null,null,null,null,null,null,null
s2031,India,null,null,null,null,null,null,null,null,null,null,null
s2032,France,null,null,null,null,null,null,null,null,null,null,null
s2033,United States,null,null,null,null,null,null,null,null,null,null,null
s2034,Spain,null,null,null,null,null,null,null,null,null,null,null
s2035,Argentina,null,null,null,null,null,null,null,null,null,null,null
s2036,United States,null,null,null,null,null,null,null,null,null,null,null
s2037,South Korea,null,null,null,null,null,null,null,null,null,null,null
s2038,South Korea,null,null,null,null,null,null,null,null,null,null,null
s2039,South Africa,null,null,null,null,null,null,null,null,null,null,null
s2040,Turkey,null,null,null,null,null,null,null,null,null,null,null
